t,x,y,z,yaw
37.245,38.499,24.212,2.391,-0.0208
37.281,38.497,24.210,2.391,-0.0124
37.315,38.495,24.209,2.392,-0.0061
37.351,38.493,24.207,2.393,-0.0176
37.385,38.491,24.205,2.393,-0.0341
37.420,38.490,24.204,2.394,-0.0339
37.455,38.489,24.202,2.394,-0.0216
37.490,38.487,24.200,2.395,-0.0204
37.525,38.486,24.198,2.396,-0.0354
37.559,38.486,24.196,2.396,-0.0458
37.595,38.485,24.195,2.397,-0.0390
37.630,38.484,24.193,2.397,-0.0249
37.665,38.484,24.191,2.398,-0.0285
37.700,38.484,24.189,2.399,-0.0444
37.734,38.484,24.187,2.399,-0.0484
37.769,38.483,24.185,2.400,-0.0368
37.804,38.484,24.183,2.401,-0.0274
37.839,38.484,24.181,2.401,-0.0360
37.874,38.484,24.180,2.402,-0.0497
37.909,38.484,24.178,2.402,-0.0468
37.944,38.485,24.176,2.403,-0.0320
37.979,38.485,24.174,2.404,-0.0284
38.013,38.486,24.172,2.404,-0.0411
38.048,38.487,24.170,2.405,-0.0495
38.083,38.488,24.168,2.405,-0.0407
38.118,38.488,24.167,2.406,-0.0265
38.153,38.489,24.165,2.407,-0.0288
38.188,38.490,24.163,2.407,-0.0430
38.223,38.491,24.161,2.408,-0.0453
38.258,38.493,24.159,2.408,-0.0324
38.293,38.494,24.158,2.409,-0.0219
38.328,38.495,24.156,2.409,-0.0293
38.363,38.496,24.154,2.410,-0.0420
38.398,38.497,24.153,2.410,-0.0383
38.433,38.499,24.151,2.411,-0.0227
38.467,38.500,24.149,2.411,-0.0184
38.502,38.501,24.148,2.412,-0.0305
38.537,38.503,24.146,2.413,-0.0383
38.571,38.504,24.145,2.413,-0.0292
38.607,38.506,24.143,2.414,-0.0145
38.642,38.507,24.142,2.414,-0.0164
38.676,38.508,24.141,2.415,-0.0302
38.711,38.510,24.139,2.415,-0.0323
38.746,38.511,24.138,2.416,-0.0192
38.781,38.513,24.137,2.416,-0.0085
38.816,38.514,24.135,2.417,-0.0158
38.851,38.516,24.134,2.417,-0.0284
38.886,38.517,24.133,2.418,-0.0246
38.923,38.518,24.132,2.418,-0.0089
38.958,38.520,24.131,2.419,0.0015
38.992,38.521,24.130,2.419,-0.0049
39.027,38.522,24.128,2.419,-0.0122
39.063,38.524,24.127,2.420,-0.0035
39.098,38.525,24.127,2.420,0.0166
39.133,38.526,24.126,2.421,0.0250
39.168,38.528,24.125,2.421,0.0178
39.203,38.529,24.124,2.421,0.0126
39.237,38.530,24.123,2.422,0.0251
39.272,38.531,24.122,2.422,0.0427
39.307,38.532,24.122,2.423,0.0435
39.341,38.533,24.121,2.423,0.0321
39.376,38.534,24.120,2.424,0.0316
39.412,38.535,24.120,2.425,0.0473
39.446,38.536,24.119,2.425,0.0585
39.481,38.537,24.119,2.426,0.0523
39.516,38.538,24.118,2.426,0.0404
39.551,38.539,24.117,2.427,0.0448
39.586,38.540,24.117,2.428,0.0610
39.621,38.541,24.117,2.428,0.0650
39.656,38.542,24.116,2.429,0.0537
39.691,38.542,24.116,2.429,0.0446
39.726,38.543,24.115,2.430,0.0531
39.760,38.544,24.115,2.431,0.0669
39.795,38.544,24.115,2.431,0.0641
39.830,38.545,24.114,2.432,0.0493
39.865,38.545,24.114,2.433,0.0459
39.900,38.546,24.114,2.433,0.0586
39.935,38.546,24.114,2.434,0.0670
39.970,38.547,24.113,2.434,0.0583
40.004,38.547,24.113,2.435,0.0440
40.040,38.548,24.113,2.436,0.0463
40.074,38.548,24.113,2.436,0.0605
40.109,38.548,24.113,2.437,0.0628
40.143,38.548,24.113,2.437,0.0498
40.179,38.549,24.112,2.438,0.0392
40.214,38.549,24.112,2.438,0.0466
40.248,38.549,24.112,2.439,0.0592
40.284,38.549,24.112,2.440,0.0554
40.319,38.549,24.112,2.440,0.0397
40.354,38.549,24.112,2.441,0.0353
40.388,38.549,24.112,2.441,0.0472
40.423,38.549,24.112,2.442,0.0550
40.458,38.549,24.112,2.442,0.0457
40.493,38.549,24.112,2.443,0.0309
40.528,38.549,24.112,2.443,0.0341
40.563,38.548,24.112,2.443,0.0481
40.597,38.548,24.112,2.444,0.0501
40.632,38.548,24.112,2.444,0.0368
40.668,38.548,24.112,2.445,0.0260
40.703,38.548,24.112,2.445,0.0332
40.738,38.547,24.112,2.446,0.0456
40.773,38.547,24.112,2.446,0.0417
40.808,38.547,24.112,2.447,0.0259
40.843,38.546,24.112,2.447,0.0214
40.878,38.546,24.112,2.447,0.0333
40.913,38.546,24.113,2.448,0.0410
40.948,38.545,24.113,2.448,0.0317
40.984,38.545,24.113,2.449,0.0185
41.019,38.545,24.113,2.449,0.0203
41.055,38.544,24.113,2.449,0.0341
41.090,38.544,24.113,2.450,0.0362
41.127,38.544,24.114,2.450,0.0294
41.162,38.544,24.114,2.451,0.0125
41.197,38.543,24.114,2.451,0.0103
41.233,38.543,24.114,2.452,0.0191
41.268,38.543,24.114,2.452,0.0167
41.303,38.542,24.115,2.452,-0.0015
41.337,38.542,24.115,2.453,-0.0158
41.372,38.542,24.115,2.453,-0.0125
41.407,38.542,24.115,2.453,-0.0033
41.443,38.542,24.116,2.453,-0.0104
41.479,38.542,24.116,2.454,-0.0292
41.513,38.541,24.116,2.454,-0.0359
41.550,38.541,24.117,2.454,-0.0265
41.588,38.541,24.117,2.454,-0.0097
41.623,38.541,24.117,2.455,-0.0087
41.659,38.541,24.118,2.455,-0.0206
41.696,38.541,24.118,2.455,-0.0214
41.732,38.541,24.118,2.456,-0.0047
41.767,38.541,24.119,2.456,0.0073
41.803,38.542,24.119,2.456,0.0017
41.838,38.542,24.119,2.456,-0.0115
41.873,38.542,24.120,2.457,-0.0069
41.909,38.542,24.120,2.457,0.0101
41.947,38.542,24.120,2.457,0.0153
41.981,38.542,24.121,2.458,0.0049
42.017,38.543,24.121,2.458,-0.0034
42.053,38.543,24.121,2.459,-0.0017
42.089,38.543,24.122,2.459,0.0094
42.125,38.544,24.122,2.459,0.0162
42.160,38.544,24.122,2.460,0.0077
42.196,38.545,24.123,2.460,-0.0051
42.231,38.545,24.123,2.460,-0.0013
42.266,38.546,24.123,2.461,0.0143
42.302,38.546,24.123,2.461,0.0181
42.336,38.547,24.124,2.461,0.0067
42.371,38.547,24.124,2.462,-0.0025
42.406,38.548,24.124,2.462,0.0063
42.441,38.548,24.124,2.462,0.0203
42.476,38.549,24.125,2.463,0.0179
42.511,38.550,24.125,2.463,0.0035
42.546,38.550,24.125,2.464,0.0003
42.581,38.551,24.126,2.464,0.0134
42.616,38.552,24.126,2.464,0.0160
42.650,38.552,24.126,2.462,0.0102
42.685,38.553,24.126,2.455,-0.0051
42.720,38.554,24.127,2.444,-0.0114
42.755,38.555,24.127,2.429,-0.0052
42.790,38.555,24.127,2.413,-0.0019
42.825,38.556,24.127,2.394,-0.0147
42.859,38.557,24.128,2.374,-0.0323
42.894,38.558,24.128,2.352,-0.0351
42.929,38.559,24.128,2.330,-0.0266
42.964,38.560,24.128,2.307,-0.0291
43.000,38.561,24.128,2.283,-0.0468
43.034,38.562,24.128,2.259,-0.0619
43.069,38.563,24.128,2.235,-0.0590
43.104,38.564,24.128,2.210,-0.0517
43.138,38.565,24.129,2.185,-0.0598
43.173,38.566,24.129,2.160,-0.0816
43.209,38.567,24.129,2.135,-0.0911
43.244,38.569,24.128,2.110,-0.0854
43.279,38.570,24.128,2.085,-0.0806
43.314,38.571,24.128,2.060,-0.0951
43.349,38.573,24.128,2.035,-0.1137
43.384,38.574,24.128,2.010,-0.1168
43.418,38.576,24.128,1.984,-0.1073
43.453,38.577,24.128,1.959,-0.1094
43.488,38.579,24.128,1.934,-0.1273
43.523,38.580,24.127,1.909,-0.1420
43.558,38.582,24.127,1.884,-0.1386
43.593,38.584,24.127,1.859,-0.1302
43.628,38.586,24.127,1.834,-0.1374
43.663,38.587,24.126,1.809,-0.1574
43.697,38.589,24.126,1.784,-0.1651
43.733,38.591,24.126,1.759,-0.1575
43.767,38.593,24.125,1.734,-0.1520
43.802,38.595,24.125,1.709,-0.1649
43.836,38.597,24.125,1.685,-0.1828
43.872,38.599,24.124,1.660,-0.1843
43.906,38.601,24.124,1.635,-0.1735
43.941,38.603,24.123,1.610,-0.1741
43.976,38.605,24.123,1.586,-0.1912
44.011,38.607,24.122,1.561,-0.2036
44.045,38.610,24.122,1.536,-0.1991
44.080,38.612,24.121,1.511,-0.1892
44.115,38.614,24.121,1.487,-0.1956
44.150,38.617,24.120,1.462,-0.2134
44.185,38.619,24.120,1.438,-0.2202
44.220,38.621,24.119,1.413,-0.2107
44.255,38.624,24.118,1.388,-0.2029
44.290,38.626,24.118,1.364,-0.2132
44.325,38.629,24.117,1.339,-0.2301
44.360,38.631,24.116,1.315,-0.2305
44.395,38.634,24.116,1.291,-0.2190
44.429,38.636,24.115,1.266,-0.2174
44.464,38.639,24.114,1.242,-0.2336
44.500,38.642,24.114,1.217,-0.2442
44.534,38.645,24.113,1.193,-0.2387
44.569,38.647,24.112,1.168,-0.2270
44.603,38.650,24.111,1.144,-0.2321
44.638,38.653,24.111,1.120,-0.2488
44.677,38.656,24.110,1.095,-0.2545
44.712,38.659,24.109,1.071,-0.2438
44.747,38.662,24.108,1.047,-0.2362
44.782,38.664,24.107,1.022,-0.2456
44.817,38.667,24.106,0.998,-0.2611
44.851,38.670,24.105,0.974,-0.2597
44.886,38.674,24.105,0.949,-0.2465
44.921,38.677,24.104,0.925,-0.2443
44.956,38.680,24.103,0.901,-0.2589
44.991,38.683,24.102,0.877,-0.2689
45.026,38.686,24.101,0.853,-0.2620
45.061,38.689,24.100,0.829,-0.2489
45.095,38.692,24.099,0.804,-0.2528
45.131,38.696,24.098,0.780,-0.2687
45.166,38.699,24.097,0.756,-0.2723
45.201,38.702,24.096,0.732,-0.2609
45.235,38.706,24.095,0.708,-0.2519
45.270,38.709,24.094,0.684,-0.2607
45.305,38.712,24.093,0.660,-0.2745
45.340,38.716,24.092,0.636,-0.2722
45.375,38.719,24.091,0.612,-0.2575
45.410,38.723,24.089,0.588,-0.2548
45.446,38.726,24.088,0.564,-0.2676
45.481,38.730,24.087,0.540,-0.2767
45.516,38.734,24.086,0.516,-0.2686
45.551,38.737,24.085,0.492,-0.2550
45.586,38.741,24.084,0.468,-0.2571
45.621,38.744,24.083,0.444,-0.2723
45.658,38.748,24.082,0.420,-0.2745
45.693,38.752,24.080,0.396,-0.2624
45.728,38.756,24.079,0.372,-0.2519
45.763,38.759,24.078,0.348,-0.2598
45.798,38.763,24.077,0.325,-0.2727
45.833,38.767,24.075,0.301,-0.2699
45.868,38.771,24.074,0.277,-0.2539
45.902,38.775,24.073,0.253,-0.2502
45.938,38.778,24.072,0.229,-0.2617
45.972,38.782,24.070,0.205,-0.2699
46.007,38.786,24.069,0.181,-0.2605
46.042,38.790,24.068,0.157,-0.2459
46.077,38.794,24.067,0.133,-0.2474
46.112,38.798,24.065,0.109,-0.2615
46.147,38.802,24.064,0.085,-0.2632
46.182,38.806,24.063,0.061,-0.2500
46.217,38.810,24.061,0.037,-0.2383
46.251,38.814,24.060,0.013,-0.2453
46.286,38.816,24.059,0.002,-0.2754
46.321,38.816,24.059,0.002,-0.2846
46.356,38.816,24.059,0.002,-0.2898
46.391,38.816,24.059,0.002,-0.3052
46.426,38.816,24.059,0.002,-0.3304
46.460,38.816,24.059,0.002,-0.3426
46.495,38.816,24.059,0.002,-0.3384
46.530,38.816,24.059,0.002,-0.3306
46.565,38.816,24.059,0.003,-0.3406
46.601,38.816,24.059,0.003,-0.3549
46.636,38.816,24.059,0.002,-0.3531
46.670,38.816,24.058,0.002,-0.3382
46.705,38.816,24.058,0.002,-0.3314
46.740,38.816,24.058,0.002,-0.3391
46.774,38.816,24.058,0.002,-0.3446
46.808,38.816,24.058,0.002,-0.3335
46.844,38.816,24.058,0.002,-0.3193
46.878,38.816,24.058,0.002,-0.3182
46.914,38.816,24.058,0.002,-0.3260
46.948,38.816,24.058,0.002,-0.3238
46.983,38.816,24.058,0.002,-0.3113
47.018,38.816,24.058,0.002,-0.3031
47.053,38.816,24.058,0.002,-0.3077
47.088,38.816,24.058,0.002,-0.3124
47.122,38.816,24.058,0.002,-0.3059
47.157,38.816,24.058,0.002,-0.2948
47.192,38.816,24.058,0.002,-0.2972
47.227,38.816,24.058,0.002,-0.3021
47.262,38.816,24.058,0.002,-0.2970
47.297,38.816,24.058,0.002,-0.2892
47.332,38.816,24.058,0.002,-0.2919
47.366,38.816,24.058,0.002,-0.2963
47.401,38.816,24.058,0.002,-0.2881
47.436,38.816,24.058,0.002,-0.2831
47.471,38.816,24.058,0.002,-0.2902
47.506,38.816,24.058,0.002,-0.2898
47.541,38.816,24.058,0.002,-0.2813
47.576,38.816,24.058,0.002,-0.2803
47.611,38.816,24.058,0.002,-0.2865
47.646,38.816,24.058,0.002,-0.2830
47.681,38.816,24.058,0.002,-0.2741
47.716,38.816,24.058,0.002,-0.2782
47.751,38.816,24.058,0.002,-0.2829
47.786,38.816,24.058,0.002,-0.2762
47.821,38.816,24.058,0.002,-0.2718
47.856,38.816,24.058,0.002,-0.2777
47.891,38.816,24.058,0.002,-0.2797
47.926,38.816,24.058,0.002,-0.2879
47.961,38.816,24.058,0.002,-0.2883
47.995,38.816,24.058,0.002,-0.2883
48.030,38.816,24.058,0.002,-0.2883
48.065,38.816,24.058,0.002,-0.2883
48.100,38.816,24.058,0.002,-0.2883
48.135,38.816,24.058,0.002,-0.2883
48.170,38.816,24.058,0.002,-0.2883
48.205,38.816,24.058,0.002,-0.2883
48.240,38.816,24.058,0.002,-0.2883
48.274,38.816,24.058,0.002,-0.2883
48.309,38.816,24.058,0.002,-0.2883
48.344,38.816,24.058,0.002,-0.2883
48.379,38.816,24.058,0.002,-0.2883
48.414,38.816,24.058,0.002,-0.2883
48.449,38.816,24.058,0.002,-0.2883
48.484,38.816,24.058,0.002,-0.2883
48.519,38.816,24.058,0.002,-0.2883
48.554,38.816,24.058,0.002,-0.2883
48.588,38.816,24.058,0.002,-0.2883
48.623,38.816,24.058,0.002,-0.2883
48.658,38.816,24.058,0.002,-0.2883
48.693,38.816,24.058,0.002,-0.2883
48.728,38.816,24.058,0.002,-0.2883
48.762,38.816,24.058,0.002,-0.2883
48.797,38.816,24.058,0.002,-0.2883
48.832,38.816,24.058,0.002,-0.2883
48.867,38.816,24.058,0.002,-0.2883
48.902,38.816,24.058,0.002,-0.2883
48.936,38.816,24.058,0.002,-0.2883
48.972,38.816,24.058,0.002,-0.2883
49.006,38.816,24.058,0.002,-0.2883
49.041,38.816,24.058,0.002,-0.2883
49.076,38.816,24.058,0.002,-0.2883
49.111,38.816,24.058,0.002,-0.2883
49.146,38.816,24.058,0.002,-0.2883
49.180,38.816,24.058,0.002,-0.2883
49.216,38.816,24.058,0.002,-0.2883
49.250,38.816,24.058,0.002,-0.2883
49.285,38.816,24.058,0.002,-0.2883
49.320,38.816,24.058,0.002,-0.2883
49.356,38.816,24.058,0.002,-0.2883
49.390,38.816,24.058,0.002,-0.2883
49.425,38.816,24.058,0.002,-0.2883
49.459,38.816,24.058,0.002,-0.2883
49.495,38.816,24.058,0.002,-0.2883
49.529,38.816,24.058,0.002,-0.2883
49.564,38.816,24.058,0.002,-0.2883
49.599,38.816,24.058,0.002,-0.2883
49.633,38.816,24.058,0.002,-0.2883
49.669,38.816,24.058,0.002,-0.2883
49.704,38.816,24.058,0.002,-0.2883
49.739,38.816,24.058,0.002,-0.2883
49.774,38.816,24.058,0.002,-0.2883
49.809,38.816,24.058,0.002,-0.2883
49.844,38.816,24.058,0.002,-0.2883
49.880,38.816,24.058,0.002,-0.2883
49.915,38.816,24.058,0.002,-0.2883
49.950,38.816,24.058,0.002,-0.2883
49.986,38.816,24.058,0.002,-0.2883
50.021,38.816,24.058,0.002,-0.2883
50.056,38.816,24.058,0.002,-0.2883
50.091,38.816,24.058,0.002,-0.2883
50.126,38.816,24.058,0.002,-0.2883
50.161,38.816,24.058,0.002,-0.2883
50.196,38.816,24.058,0.002,-0.2883
50.231,38.816,24.058,0.002,-0.2883
50.266,38.816,24.058,0.002,-0.2883
50.300,38.816,24.058,0.002,-0.2883
50.335,38.816,24.058,0.002,-0.2883
50.370,38.816,24.058,0.002,-0.2883
50.405,38.816,24.058,0.002,-0.2883
50.440,38.816,24.058,0.002,-0.2883
50.474,38.816,24.058,0.002,-0.2883
50.509,38.816,24.058,0.002,-0.2883
50.544,38.816,24.058,0.002,-0.2883
50.579,38.816,24.058,0.002,-0.2883
50.614,38.816,24.058,0.002,-0.2883
50.649,38.816,24.058,0.002,-0.2883
50.684,38.816,24.058,0.002,-0.2883
50.719,38.816,24.058,0.002,-0.2883
50.754,38.816,24.058,0.002,-0.2883
50.788,38.816,24.058,0.002,-0.2883
50.824,38.816,24.058,0.002,-0.2883
50.858,38.816,24.058,0.002,-0.2883
50.893,38.816,24.058,0.002,-0.2883
50.928,38.816,24.058,0.002,-0.2883
50.963,38.816,24.058,0.002,-0.2883
50.998,38.816,24.058,0.002,-0.2883
51.032,38.816,24.058,0.002,-0.2883
51.067,38.816,24.058,0.002,-0.2883
51.102,38.816,24.058,0.002,-0.2883
51.137,38.816,24.058,0.002,-0.2883
51.172,38.816,24.058,0.002,-0.2883
51.207,38.816,24.058,0.002,-0.2883
51.242,38.816,24.058,0.002,-0.2883
51.277,38.816,24.058,0.002,-0.2883
51.312,38.816,24.058,0.002,-0.2883
51.346,38.816,24.058,0.002,-0.2883
51.381,38.816,24.058,0.002,-0.2883
51.416,38.816,24.058,0.002,-0.2883
51.451,38.816,24.058,0.002,-0.2883
51.486,38.816,24.058,0.002,-0.2883
51.521,38.816,24.058,0.002,-0.2883
51.555,38.816,24.058,0.002,-0.2883
51.591,38.816,24.058,0.002,-0.2883
51.626,38.816,24.058,0.002,-0.2883
51.661,38.816,24.058,0.002,-0.2883
51.695,38.816,24.058,0.002,-0.2883
51.730,38.816,24.058,0.002,-0.2883
51.765,38.816,24.058,0.002,-0.2883
51.801,38.816,24.058,0.002,-0.2883
51.836,38.816,24.058,0.002,-0.2883
51.871,38.816,24.058,0.002,-0.2883
51.906,38.816,24.058,0.002,-0.2883
51.942,38.816,24.058,0.002,-0.2883
51.977,38.816,24.058,0.002,-0.2883
52.012,38.816,24.058,0.002,-0.2883
52.046,38.816,24.058,0.002,-0.2883
52.081,38.816,24.058,0.002,-0.2883
52.116,38.816,24.058,0.002,-0.2883
52.151,38.816,24.058,0.002,-0.2883
52.187,38.816,24.058,0.002,-0.2883
52.221,38.816,24.058,0.002,-0.2883
52.256,38.816,24.058,0.002,-0.2883
52.291,38.816,24.058,0.002,-0.2883
52.326,38.816,24.058,0.002,-0.2883
52.361,38.816,24.058,0.002,-0.2883
52.396,38.816,24.058,0.002,-0.2883
52.430,38.816,24.058,0.002,-0.2883
52.465,38.816,24.058,0.002,-0.2883
52.500,38.816,24.058,0.002,-0.2883
52.535,38.816,24.058,0.002,-0.2883
52.570,38.816,24.058,0.002,-0.2883
52.604,38.816,24.058,0.002,-0.2883
52.639,38.816,24.058,0.002,-0.2883
52.674,38.816,24.058,0.002,-0.2883
52.710,38.816,24.058,0.002,-0.2883
52.744,38.816,24.058,0.002,-0.2883
52.779,38.816,24.058,0.002,-0.2883
52.814,38.816,24.058,0.002,-0.2883
52.849,38.816,24.058,0.002,-0.2883
52.884,38.816,24.058,0.002,-0.2883
52.920,38.816,24.058,0.002,-0.2883
52.954,38.816,24.058,0.002,-0.2883
52.989,38.816,24.058,0.002,-0.2883
53.024,38.816,24.058,0.002,-0.2883
53.058,38.816,24.058,0.002,-0.2883
53.093,38.816,24.058,0.002,-0.2883
53.128,38.816,24.058,0.002,-0.2883
53.163,38.816,24.058,0.002,-0.2883
53.198,38.816,24.058,0.002,-0.2883
53.233,38.816,24.058,0.002,-0.2883
53.267,38.816,24.058,0.002,-0.2883
53.302,38.816,24.058,0.002,-0.2883
53.337,38.816,24.058,0.002,-0.2883
53.372,38.816,24.058,0.002,-0.2883
53.407,38.816,24.058,0.002,-0.2883
53.442,38.816,24.058,0.002,-0.2883
53.477,38.816,24.058,0.002,-0.2883
53.511,38.816,24.058,0.002,-0.2883
53.546,38.816,24.058,0.002,-0.2883
53.581,38.816,24.058,0.002,-0.2883
53.616,38.816,24.058,0.002,-0.2883
53.650,38.816,24.058,0.002,-0.2883
53.685,38.816,24.058,0.002,-0.2883
53.720,38.816,24.058,0.002,-0.2883
53.755,38.816,24.058,0.002,-0.2883
53.790,38.816,24.058,0.002,-0.2883
53.825,38.816,24.058,0.002,-0.2883
53.860,38.816,24.058,0.002,-0.2883
53.895,38.816,24.058,0.002,-0.2883
53.930,38.816,24.058,0.002,-0.2883
53.964,38.816,24.058,0.002,-0.2883
53.999,38.816,24.058,0.002,-0.2883
54.034,38.816,24.058,0.002,-0.2883
54.069,38.816,24.058,0.002,-0.2883
54.105,38.816,24.058,0.002,-0.2883
54.140,38.816,24.058,0.002,-0.2883
54.176,38.816,24.058,0.002,-0.2883
54.211,38.816,24.058,0.002,-0.2883
54.246,38.816,24.058,0.002,-0.2883
54.280,38.816,24.058,0.002,-0.2883
54.315,38.816,24.058,0.002,-0.2883
54.350,38.816,24.058,0.002,-0.2883
54.385,38.816,24.058,0.002,-0.2883
54.419,38.816,24.058,0.002,-0.2883
54.454,38.816,24.058,0.002,-0.2883
54.489,38.816,24.058,0.002,-0.2883
54.524,38.816,24.058,0.002,-0.2883
54.558,38.816,24.058,0.002,-0.2883
54.593,38.816,24.058,0.002,-0.2883
54.628,38.816,24.058,0.002,-0.2883
54.663,38.816,24.058,0.002,-0.2883
54.698,38.816,24.058,0.002,-0.2883
54.733,38.816,24.058,0.002,-0.2883
54.768,38.816,24.058,0.002,-0.2883
54.803,38.816,24.058,0.002,-0.2883
54.838,38.816,24.058,0.002,-0.2883
54.873,38.816,24.058,0.002,-0.2883
54.908,38.816,24.058,0.002,-0.2883
54.943,38.816,24.058,0.002,-0.2883
54.978,38.816,24.058,0.002,-0.2883
55.013,38.816,24.058,0.002,-0.2883
